Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GFP_1 Spectral Count	GFP_2 Spectral Count	P8E2_1 Spectral Count	P8E2_2 Spectral Count	P8E2_T338I_1 Spectral Count	P8E2_T338I_2 Spectral Count	P8E2_T338M_1 Spectral Count	P8E2_T338M_2 Spectral Count	WT_1 Spectral Count	WT_2 Spectral Count	WT_T338I_1 Spectral Count	WT_T338I_2 Spectral Count	WT_T338M_1 Spectral Count	WT_T338M_2 Spectral Count	GFP_1 Unique Spectral Count	GFP_2 Unique Spectral Count	P8E2_1 Unique Spectral Count	P8E2_2 Unique Spectral Count	P8E2_T338I_1 Unique Spectral Count	P8E2_T338I_2 Unique Spectral Count	P8E2_T338M_1 Unique Spectral Count	P8E2_T338M_2 Unique Spectral Count	WT_1 Unique Spectral Count	WT_2 Unique Spectral Count	WT_T338I_1 Unique Spectral Count	WT_T338I_2 Unique Spectral Count	WT_T338M_1 Unique Spectral Count	WT_T338M_2 Unique Spectral Count	GFP_1 Total Spectral Count	GFP_2 Total Spectral Count	P8E2_1 Total Spectral Count	P8E2_2 Total Spectral Count	P8E2_T338I_1 Total Spectral Count	P8E2_T338I_2 Total Spectral Count	P8E2_T338M_1 Total Spectral Count	P8E2_T338M_2 Total Spectral Count	WT_1 Total Spectral Count	WT_2 Total Spectral Count	WT_T338I_1 Total Spectral Count	WT_T338I_2 Total Spectral Count	WT_T338M_1 Total Spectral Count	WT_T338M_2 Total Spectral Count	GFP_1 Intensity	GFP_2 Intensity	P8E2_1 Intensity	P8E2_2 Intensity	P8E2_T338I_1 Intensity	P8E2_T338I_2 Intensity	P8E2_T338M_1 Intensity	P8E2_T338M_2 Intensity	WT_1 Intensity	WT_2 Intensity	WT_T338I_1 Intensity	WT_T338I_2 Intensity	WT_T338M_1 Intensity	WT_T338M_2 Intensity	GFP_1 MaxLFQ Intensity	GFP_2 MaxLFQ Intensity	P8E2_1 MaxLFQ Intensity	P8E2_2 MaxLFQ Intensity	P8E2_T338I_1 MaxLFQ Intensity	P8E2_T338I_2 MaxLFQ Intensity	P8E2_T338M_1 MaxLFQ Intensity	P8E2_T338M_2 MaxLFQ Intensity	WT_1 MaxLFQ Intensity	WT_2 MaxLFQ Intensity	WT_T338I_1 MaxLFQ Intensity	WT_T338I_2 MaxLFQ Intensity	WT_T338M_1 MaxLFQ Intensity	WT_T338M_2 MaxLFQ Intensity	Indistinguishable Proteins
sp|O43482|MS18B_HUMAN	O43482	MS18B_HUMAN	OIP5	229	Homo sapiens	1:Experimental evidence at protein level	Protein Mis18-beta	0.978	0.999	1	32	32	32	3	3	1	2	2	3	3	3	0	2	3	2	1	4	3	3	1	2	2	3	3	3	0	2	3	2	1	4	3	3	1	2	2	3	3	3	0	2	3	2	1	4	40178.902	32840.805	34689.8	50591.75	45096.926	54152.64	38739.844	41357.926	38773.145	52088.07	47008.164	43653.9	32394.963	41986.926	40178.902	32840.805	34689.8	50591.75	45096.926	54152.64	38739.844	41357.926	38773.145	52088.07	47008.164	43653.9	32394.963	41986.926	
sp|O43488|ARK72_HUMAN	O43488	ARK72_HUMAN	AKR7A2	359	Homo sapiens	1:Experimental evidence at protein level	Aflatoxin B1 aldehyde reductase member 2	1.0	0.999	2	7	6	7	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0.0	0.0	5979.4067	0.0	0.0	0.0	13707.371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5979.4067	0.0	0.0	0.0	13707.371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43491|E41L2_HUMAN	O43491	E41L2_HUMAN	EPB41L2	1005	Homo sapiens	1:Experimental evidence at protein level	Band 4.1-like protein 2	1.0	0.999	14	514	514	514	43	34	38	40	34	45	31	37	30	36	24	39	43	40	43	34	38	40	34	45	31	37	30	36	24	39	43	40	43	34	38	40	34	45	31	37	30	36	24	39	43	40	3006326.0	3627113.5	3584708.0	4309543.5	3562806.5	6144832.0	3586999.8	3745157.5	4444711.5	5134370.5	3175080.2	4829069.0	4487191.0	4053037.5	522469.28	636824.2	589766.56	675074.0	582698.9	913792.0	569751.06	718392.5	689742.3	830281.3	738972.1	752745.06	639333.5	656511.56	
sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	Homo sapiens	1:Experimental evidence at protein level	Trans-Golgi network integral membrane protein 2	1.0	0.999	1	8	8	8	1	0	0	0	1	1	2	0	0	0	0	2	0	1	1	0	0	0	1	1	2	0	0	0	0	2	0	1	1	0	0	0	1	1	2	0	0	0	0	2	0	1	64172.133	18120.793	38468.383	31806.156	24174.928	32896.227	61556.5	46163.703	21022.996	23723.56	15459.327	48239.797	14680.0	20254.738	33290.38	19549.225	22371.707	34313.383	24194.121	35489.383	20948.877	23854.998	21039.686	23742.395	16677.96	24994.738	7772.1685	20270.818	
sp|O43521|B2L11_HUMAN	O43521	B2L11_HUMAN	BCL2L11	198	Homo sapiens	1:Experimental evidence at protein level	Bcl-2-like protein 11	1.0	0.999	2	9	9	9	0	0	0	0	0	0	2	0	0	0	0	0	5	2	0	0	0	0	0	0	2	0	0	0	0	0	5	2	0	0	0	0	0	0	2	0	0	0	0	0	5	2	0.0	0.0	0.0	0.0	17379.459	0.0	28150.768	14736.668	0.0	0.0	10249.866	17242.521	43814.58	30061.107	0.0	0.0	0.0	0.0	17379.459	0.0	28150.768	14736.668	0.0	0.0	10249.866	17242.521	29975.94	30061.107	
sp|O43524|FOXO3_HUMAN	O43524	FOXO3_HUMAN	FOXO3	673	Homo sapiens	1:Experimental evidence at protein level	Forkhead box protein O3	1.0	0.999	7	112	112	112	14	9	8	9	9	12	6	5	5	8	5	8	7	7	14	9	8	9	9	12	6	5	5	8	5	8	7	7	14	9	8	9	9	12	6	5	5	8	5	8	7	7	258035.84	295960.38	240917.06	224466.25	162959.05	255552.92	118264.75	165693.95	177136.86	200150.4	143561.38	212818.42	105405.984	142636.81	78245.06	80880.44	71045.46	103589.09	72031.88	111348.14	73869.805	69503.64	70719.25	92917.23	57205.273	82577.03	67047.46	69641.87	
sp|O43543|XRCC2_HUMAN	O43543	XRCC2_HUMAN	XRCC2	280	Homo sapiens	1:Experimental evidence at protein level	DNA repair protein XRCC2	0.9778	0.999	1	7	7	7	0	3	0	2	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	0	0	0	0	0	0.0	26442.23	0.0	32751.023	0.0	26189.605	0.0	26426.566	0.0	19820.97	0.0	16726.34	0.0	22396.352	0.0	26442.23	0.0	32751.023	0.0	26189.605	0.0	26426.566	0.0	19820.97	0.0	16726.34	0.0	22396.352	
sp|O43572|AKA10_HUMAN	O43572	AKA10_HUMAN	AKAP10	662	Homo sapiens	1:Experimental evidence at protein level	A-kinase anchor protein 10, mitochondrial	1.0	0.999	3	81	81	81	8	4	3	4	8	5	7	6	6	6	6	6	5	7	8	4	3	4	8	5	7	6	6	6	6	6	5	7	8	4	3	4	8	5	7	6	6	6	6	6	5	7	160193.05	227356.78	117090.98	181664.28	111973.195	436031.12	421452.53	427106.75	163656.48	442445.8	483150.6	400715.9	79649.82	401718.38	123803.0	225694.56	83198.0	180928.42	111497.734	183215.39	110204.09	164801.16	163421.72	176723.53	186633.31	161230.45	73638.586	160508.11	
sp|O43583|DENR_HUMAN	O43583	DENR_HUMAN	DENR	198	Homo sapiens	1:Experimental evidence at protein level	Density-regulated protein	1.0	0.999	4	221	221	221	30	15	13	15	13	10	13	16	18	15	16	16	17	14	30	15	13	15	13	10	13	16	18	15	16	16	17	14	30	15	13	15	13	10	13	16	18	15	16	16	17	14	1601109.6	647308.75	1224861.8	1129156.0	1522954.9	1055256.4	1446867.1	607019.3	1245639.1	1122595.1	1100429.6	955005.9	965203.56	637617.6	636451.0	387505.47	524033.72	575934.94	666906.7	584011.8	668205.44	407889.84	560794.94	508596.06	591960.0	545258.56	541424.2	439878.16	
sp|O43592|XPOT_HUMAN	O43592	XPOT_HUMAN	XPOT	962	Homo sapiens	1:Experimental evidence at protein level	Exportin-T	1.0	0.999	3	4	4	4	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	28380.31	0.0	0.0	0.0	11558.211	0.0	20067.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16168.094	0.0	0.0	0.0	25197.969	0.0	15476.236	0.0	0.0	0.0	0.0	0.0	
sp|O43598|DNPH1_HUMAN	O43598	DNPH1_HUMAN	DNPH1	174	Homo sapiens	1:Experimental evidence at protein level	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	0.978	0.999	1	46	46	46	5	2	1	4	5	3	4	2	4	3	6	2	4	1	5	2	1	4	5	3	4	2	4	3	6	2	4	1	5	2	1	4	5	3	4	2	4	3	6	2	4	1	52135.336	0.0	26462.484	28106.59	81467.76	36496.61	92167.86	35391.95	56555.25	46941.77	69626.52	49397.258	68337.81	12260.629	52135.336	0.0	26462.484	28106.59	81467.76	36496.61	92167.86	35391.95	56555.25	46941.77	69626.52	49397.258	68337.81	12260.629	
sp|O43615|TIM44_HUMAN	O43615	TIM44_HUMAN	TIMM44	452	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM44	1.0	0.999	3	45	45	45	3	0	3	1	2	3	7	3	7	3	3	4	4	2	3	0	3	1	2	3	7	3	7	3	3	4	4	2	3	0	3	1	2	3	7	3	7	3	3	4	4	2	37022.793	17910.758	49492.246	25931.533	44864.965	41536.367	85772.67	50531.363	69878.81	26166.496	41546.723	47583.234	90052.24	56944.22	14816.878	20839.25	27477.725	30171.459	20881.271	24594.29	28128.457	28013.453	41504.715	30102.977	24620.062	27620.82	34010.77	25382.668	
sp|O43617|TPPC3_HUMAN	O43617	TPPC3_HUMAN	TRAPPC3	180	Homo sapiens	1:Experimental evidence at protein level	Trafficking protein particle complex subunit 3	1.0	0.999	2	36	36	36	3	2	4	2	0	3	3	2	5	4	3	2	1	2	3	2	4	2	0	3	3	2	5	4	3	2	1	2	3	2	4	2	0	3	3	2	5	4	3	2	1	2	72590.71	40901.94	84481.266	42958.63	49466.75	90996.17	62230.29	77747.375	77048.16	81178.07	73323.06	84115.69	28714.023	74155.805	38819.05	50612.402	46467.97	53157.363	23627.885	50881.043	31550.78	43067.27	42830.35	45228.97	41024.61	47072.94	28473.525	41441.316	
sp|O43639|NCK2_HUMAN	O43639	NCK2_HUMAN	NCK2	380	Homo sapiens	1:Experimental evidence at protein level	Cytoplasmic protein NCK2	1.0	0.999	2	42	42	42	5	2	1	1	4	3	4	6	2	1	4	3	3	3	5	2	1	1	4	3	4	6	2	1	4	3	3	3	5	2	1	1	4	3	4	6	2	1	4	3	3	3	21567.568	39021.586	27440.416	22056.898	27624.559	32674.354	137567.45	331182.44	40418.145	36871.758	49535.297	38192.113	31479.535	31816.32	25784.637	46651.406	32805.793	26369.645	33025.94	39063.113	38109.617	50801.473	48321.035	44081.227	59220.848	45659.75	37634.67	38037.31	
sp|O43657|TSN6_HUMAN	O43657	TSN6_HUMAN	TSPAN6	245	Homo sapiens	1:Experimental evidence at protein level	Tetraspanin-6	0.9773	0.999	1	5	5	5	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	10074.979	0.0	17305.271	16127.748	10435.898	20673.803	9706.159	15915.749	0.0	21110.703	0.0	19376.121	9973.1	12296.773	10074.979	0.0	17305.271	16127.748	10435.898	20673.803	9706.159	15915.749	0.0	21110.703	0.0	19376.121	9973.1	12296.773	
sp|O43660|PLRG1_HUMAN	O43660	PLRG1_HUMAN	PLRG1	514	Homo sapiens	1:Experimental evidence at protein level	Pleiotropic regulator 1	1.0	0.999	8	184	184	184	0	0	9	9	22	15	20	18	9	18	11	14	21	18	0	0	9	9	22	15	20	18	9	18	11	14	21	18	0	0	9	9	22	15	20	18	9	18	11	14	21	18	192663.66	0.0	574583.94	300690.84	1292043.8	1253413.5	1935722.0	1685080.0	574251.7	755637.6	1090177.9	890465.7	2355248.0	1778318.5	196125.7	0.0	142748.6	110283.65	368207.8	437906.78	493234.1	590765.6	184510.56	248516.55	364499.2	393381.84	625055.7	555592.44	
sp|O43663|PRC1_HUMAN	O43663	PRC1_HUMAN	PRC1	620	Homo sapiens	1:Experimental evidence at protein level	Protein regulator of cytokinesis 1	1.0	0.999	8	155	155	155	8	9	8	8	17	9	18	11	7	6	15	11	15	13	8	9	8	8	17	9	18	11	7	6	15	11	15	13	8	9	8	8	17	9	18	11	7	6	15	11	15	13	215562.66	699514.9	577741.3	865832.44	917805.1	804634.2	779735.6	801718.5	600231.25	691662.6	899612.2	873800.3	642127.9	817426.56	336290.88	946612.75	220019.55	448138.22	367201.47	347934.72	266749.75	301707.12	206376.8	364033.22	295069.22	354803.06	292039.6	340630.3	
sp|O43665|RGS10_HUMAN	O43665	RGS10_HUMAN	RGS10	181	Homo sapiens	1:Experimental evidence at protein level	Regulator of G-protein signaling 10	1.0	0.999	1	32	32	32	0	0	1	0	4	2	3	1	3	3	5	2	4	4	0	0	1	0	4	2	3	1	3	3	5	2	4	4	0	0	1	0	4	2	3	1	3	3	5	2	4	4	0.0	0.0	0.0	0.0	93304.17	16116.168	111616.766	18088.488	74304.68	28853.922	82926.625	60708.465	124570.42	39170.53	0.0	0.0	0.0	0.0	58438.934	19183.797	70430.67	8221.609	44595.316	34346.117	52835.33	37897.332	77143.07	24063.086	
sp|O43670|ZN207_HUMAN	O43670	ZN207_HUMAN	ZNF207	478	Homo sapiens	1:Experimental evidence at protein level	BUB3-interacting and GLEBS motif-containing protein ZNF207	1.0	0.999	2	16	16	16	3	0	4	0	0	1	2	0	5	0	0	1	0	0	3	0	4	0	0	1	2	0	5	0	0	1	0	0	3	0	4	0	0	1	2	0	5	0	0	1	0	0	19510.422	20562.445	23052.764	0.0	17325.719	24831.445	27641.246	20747.834	52912.062	18333.758	22669.121	17130.021	23828.008	12811.139	12096.781	20562.445	23052.764	0.0	10575.802	24831.445	16939.861	20747.834	30898.576	18333.758	22669.121	17130.021	15008.971	12811.139	
sp|O43674|NDUB5_HUMAN	O43674	NDUB5_HUMAN	NDUFB5	189	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	1.0	0.999	2	9	9	9	0	0	0	0	2	0	5	2	0	0	0	0	0	0	0	0	0	0	2	0	5	2	0	0	0	0	0	0	0	0	0	0	2	0	5	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	20636.07	13354.272	44941.266	25897.984	0.0	0.0	0.0	0.0	25839.883	19938.953	0.0	0.0	0.0	0.0	8138.67	13502.478	24958.494	26185.398	0.0	0.0	0.0	0.0	15586.036	20160.234	
sp|O43676|NDUB3_HUMAN	O43676	NDUB3_HUMAN	NDUFB3	98	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	1.0	0.999	2	12	12	12	0	0	2	0	0	0	2	3	0	0	0	0	2	3	0	0	2	0	0	0	2	3	0	0	0	0	2	3	0	0	2	0	0	0	2	3	0	0	0	0	2	3	0.0	0.0	18061.145	9155.389	0.0	0.0	36804.84	29830.139	18784.568	0.0	0.0	0.0	33118.273	31569.389	0.0	0.0	18061.145	9155.389	0.0	0.0	36804.84	29830.139	18784.568	0.0	0.0	0.0	33118.273	31569.389	
sp|O43681|GET3_HUMAN	O43681	GET3_HUMAN	GET3	348	Homo sapiens	1:Experimental evidence at protein level	ATPase GET3	0.978	0.999	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	4849.736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43683|BUB1_HUMAN	O43683	BUB1_HUMAN	BUB1	1085	Homo sapiens	1:Experimental evidence at protein level	Mitotic checkpoint serine/threonine-protein kinase BUB1	1.0	0.999	6	80	80	80	15	6	5	9	7	5	2	4	6	4	5	5	2	5	15	6	5	9	7	5	2	4	6	4	5	5	2	5	15	6	5	9	7	5	2	4	6	4	5	5	2	5	355833.5	634670.94	374295.97	640208.4	633421.6	1232014.4	237323.03	913599.1	410497.94	415128.03	542663.9	536604.7	279948.3	509828.5	220854.8	383142.6	225681.58	317514.9	191243.22	335315.16	160154.94	284443.25	252149.6	306799.75	260635.98	297146.1	188859.16	276734.56	
sp|O43684|BUB3_HUMAN	O43684	BUB3_HUMAN	BUB3	328	Homo sapiens	1:Experimental evidence at protein level	Mitotic checkpoint protein BUB3	1.0	0.999	5	200	200	200	12	1	21	9	12	15	25	18	16	7	17	16	17	14	12	1	21	9	12	15	25	18	16	7	17	16	17	14	12	1	21	9	12	15	25	18	16	7	17	16	17	14	172203.47	48991.703	289870.03	220357.86	490193.6	468388.72	816266.3	824526.2	442676.2	336921.06	853803.25	616060.8	996484.3	858091.25	164109.1	98865.37	188033.73	129280.16	137507.28	152094.11	204439.16	164108.06	200637.67	127984.27	190090.66	136179.28	208767.2	152076.48	
sp|O43707|ACTN4_HUMAN	O43707	ACTN4_HUMAN	ACTN4	911	Homo sapiens	1:Experimental evidence at protein level	Alpha-actinin-4	1.0	0.999	20	262	159	262	14	2	25	8	18	14	36	22	28	9	22	16	33	15	9	2	20	7	12	10	14	12	19	8	14	10	16	6	14	2	25	8	18	14	36	22	28	9	22	16	33	15	146272.12	27007.219	561055.3	259595.19	823963.4	441956.94	938435.4	481642.53	560080.1	294015.25	632610.94	327881.53	685061.4	247313.44	172332.73	72474.914	260056.95	162258.06	166629.94	156910.62	227829.08	189799.03	282114.84	134207.48	231128.66	152999.69	212700.64	99460.52	
sp|O43709|BUD23_HUMAN	O43709	BUD23_HUMAN	BUD23	281	Homo sapiens	1:Experimental evidence at protein level	Probable 18S rRNA (guanine-N(7))-methyltransferase	1.0	0.999	4	69	69	69	0	0	0	0	4	3	14	9	2	1	5	3	19	9	0	0	0	0	4	3	14	9	2	1	5	3	19	9	0	0	0	0	4	3	14	9	2	1	5	3	19	9	0.0	0.0	0.0	0.0	228135.84	166145.5	656211.75	673706.44	131329.4	110146.44	291103.47	186557.8	741273.56	501552.84	0.0	0.0	0.0	0.0	68155.23	55997.926	184981.78	183992.58	66150.96	53536.234	112259.78	109743.21	211894.86	193851.11	
sp|O43715|TRIA1_HUMAN	O43715	TRIA1_HUMAN	TRIAP1	76	Homo sapiens	1:Experimental evidence at protein level	TP53-regulated inhibitor of apoptosis 1	0.955	0.9979	1	3	3	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	18860.93	0.0	25639.844	31322.816	0.0	0.0	17707.393	0.0	14740.309	20139.979	0.0	0.0	0.0	0.0	18860.93	0.0	25639.844	31322.816	0.0	0.0	17707.393	0.0	14740.309	20139.979	
sp|O43719|HTSF1_HUMAN	O43719	HTSF1_HUMAN	HTATSF1	755	Homo sapiens	1:Experimental evidence at protein level	HIV Tat-specific factor 1	1.0	0.999	38	1648	1648	1648	145	94	123	110	145	117	144	105	94	83	100	100	178	110	145	94	123	110	145	117	144	105	94	83	100	100	178	110	145	94	123	110	145	117	144	105	94	83	100	100	178	110	1.1429643E7	7628768.5	1.0892999E7	8488808.0	1.3717593E7	9949949.0	1.2518663E7	8951772.0	7909307.5	8084791.5	1.0819648E7	8972385.0	1.4006884E7	8003139.0	1162306.2	1159871.2	1397620.8	1221532.1	1390724.8	1403653.5	1261474.0	1288943.6	1255621.2	1279475.9	1509448.0	1273580.2	1471584.4	1206904.6	
sp|O43741|AAKB2_HUMAN	O43741	AAKB2_HUMAN	PRKAB2	272	Homo sapiens	1:Experimental evidence at protein level	5'-AMP-activated protein kinase subunit beta-2	1.0	0.999	1	33	33	33	3	1	3	5	3	1	5	0	3	1	4	1	3	0	3	1	3	5	3	1	5	0	3	1	4	1	3	0	3	1	3	5	3	1	5	0	3	1	4	1	3	0	74417.68	0.0	48790.29	37610.254	120330.016	12277.093	136266.94	0.0	52249.723	0.0	61010.207	7510.83	56188.543	0.0	74674.24	0.0	48958.5	37739.918	62342.438	12319.42	64615.273	0.0	25763.895	0.0	32026.598	7536.7246	45653.2	0.0	
sp|O43747|AP1G1_HUMAN	O43747	AP1G1_HUMAN	AP1G1	822	Homo sapiens	1:Experimental evidence at protein level	AP-1 complex subunit gamma-1	1.0	0.9989	2	13	13	13	0	0	0	0	0	0	4	3	0	0	0	0	3	3	0	0	0	0	0	0	4	3	0	0	0	0	3	3	0	0	0	0	0	0	4	3	0	0	0	0	3	3	0.0	0.0	0.0	0.0	0.0	0.0	61982.61	42597.695	0.0	0.0	0.0	9573.722	58096.086	64599.406	0.0	0.0	0.0	0.0	0.0	0.0	25401.033	25853.566	0.0	0.0	0.0	15286.221	34113.14	40672.438	
sp|O43760|SNG2_HUMAN	O43760	SNG2_HUMAN	SYNGR2	224	Homo sapiens	1:Experimental evidence at protein level	Synaptogyrin-2	0.9744	0.9988	1	2	2	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	16075.292	10635.054	0.0	0.0	9967.92	11131.459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16075.292	10635.054	0.0	0.0	9967.92	11131.459	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43765|SGTA_HUMAN	O43765	SGTA_HUMAN	SGTA	313	Homo sapiens	1:Experimental evidence at protein level	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	1.0	0.999	12	886	886	886	68	29	60	54	78	67	96	85	46	50	53	61	70	69	68	29	60	54	78	67	96	85	46	50	53	61	70	69	68	29	60	54	78	67	96	85	46	50	53	61	70	69	6316943.5	4837577.0	6196319.0	6394538.0	9399448.0	9133659.0	1.2061407E7	9854458.0	7957179.5	8555586.0	1.0432914E7	8197745.0	1.032551E7	8470770.0	1155280.0	1258522.4	1561312.6	1525303.5	1603793.6	1744289.4	2027965.6	1926906.8	1687495.0	1681600.0	2143865.8	1731675.1	1915114.5	1654777.4	
sp|O43768|ENSA_HUMAN	O43768	ENSA_HUMAN	ENSA	121	Homo sapiens	1:Experimental evidence at protein level	Alpha-endosulfine	0.9999	0.999	3	60	60	282	5	4	4	3	5	3	2	4	3	4	5	5	5	8	5	4	4	3	5	3	2	4	3	4	5	5	5	8	15	15	21	19	23	20	19	21	18	18	20	22	23	28	37115.137	44297.527	50497.92	48361.906	475883.34	47593.168	628120.1	46870.47	43559.23	45408.402	49947.16	46626.445	554909.75	40138.63	64564.605	77058.92	87844.98	84129.22	64064.773	82791.94	67125.14	81534.74	75774.59	78991.37	86886.88	81110.25	70144.31	69824.195	
sp|O43776|SYNC_HUMAN	O43776	SYNC_HUMAN	NARS1	548	Homo sapiens	1:Experimental evidence at protein level	Asparagine--tRNA ligase, cytoplasmic	1.0	0.999	6	50	50	50	3	0	2	0	4	2	8	3	8	0	4	1	11	4	3	0	2	0	4	2	8	3	8	0	4	1	11	4	3	0	2	0	4	2	8	3	8	0	4	1	11	4	22323.238	0.0	16824.588	0.0	61698.465	20475.549	135006.02	36269.457	68648.59	0.0	73818.74	14264.682	170593.28	29042.936	54580.41	0.0	41136.188	0.0	34679.035	18602.148	63370.652	32951.0	25011.97	0.0	48856.73	12959.541	66266.35	26385.664	
sp|O43795|MYO1B_HUMAN	O43795	MYO1B_HUMAN	MYO1B	1136	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-Ib	1.0	0.999	2	19	19	19	0	0	0	0	0	0	2	5	0	0	0	0	3	9	0	0	0	0	0	0	2	5	0	0	0	0	3	9	0	0	0	0	0	0	2	5	0	0	0	0	3	9	0.0	0.0	0.0	0.0	0.0	0.0	25803.926	66913.22	0.0	0.0	0.0	7640.531	46780.555	89951.52	0.0	0.0	0.0	0.0	0.0	0.0	30465.162	30729.662	0.0	0.0	0.0	6916.022	55231.02	39303.12	
sp|O43805|SSNA1_HUMAN	O43805	SSNA1_HUMAN	SSNA1	119	Homo sapiens	1:Experimental evidence at protein level	Sjoegren syndrome nuclear autoantigen 1	0.978	0.999	1	24	24	24	0	0	0	0	3	2	4	3	1	1	3	2	3	2	0	0	0	0	3	2	4	3	1	1	3	2	3	2	0	0	0	0	3	2	4	3	1	1	3	2	3	2	0.0	0.0	17348.15	0.0	55794.527	41229.133	114720.97	48603.63	18414.39	25122.11	38658.074	30589.87	69739.28	44738.06	0.0	0.0	17348.15	0.0	55794.527	41229.133	114720.97	48603.63	18414.39	25122.11	38658.074	30589.87	69739.28	44738.06	
sp|O43809|CPSF5_HUMAN	O43809	CPSF5_HUMAN	NUDT21	227	Homo sapiens	1:Experimental evidence at protein level	Cleavage and polyadenylation specificity factor subunit 5	0.9755	0.9989	1	5	5	5	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21534.508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43813|LANC1_HUMAN	O43813	LANC1_HUMAN	LANCL1	399	Homo sapiens	1:Experimental evidence at protein level	Glutathione S-transferase LANCL1	1.0	0.999	3	16	16	16	3	0	1	1	0	0	1	2	4	0	1	1	1	1	3	0	1	1	0	0	1	2	4	0	1	1	1	1	3	0	1	1	0	0	1	2	4	0	1	1	1	1	21261.857	0.0	20172.967	16389.643	19981.014	0.0	41528.473	19427.54	62053.254	0.0	50160.1	5968.743	40699.61	11687.782	22669.969	0.0	21508.963	17475.082	21304.299	0.0	21323.613	18860.223	23071.523	0.0	25924.549	5794.4463	20442.105	11346.4795	
sp|O43815|STRN_HUMAN	O43815	STRN_HUMAN	STRN	780	Homo sapiens	1:Experimental evidence at protein level	Striatin	1.0	0.999	4	84	84	84	19	0	10	2	14	1	15	0	2	0	3	2	16	0	19	0	10	2	14	1	15	0	2	0	3	2	16	0	19	0	10	2	14	1	15	0	2	0	3	2	16	0	759788.6	0.0	372970.62	21726.303	458416.6	17129.275	394682.16	0.0	21935.656	0.0	29867.809	22503.166	427399.6	0.0	290216.2	0.0	172427.67	25072.996	223439.02	19767.848	176483.0	0.0	25314.598	0.0	34468.61	25969.525	247946.97	0.0	
